,text,emotion
7547,Yumuşak dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7548,Yumuşak orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7549,Yumuşak ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7550,Yumuşak okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7551,Yumuşak ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7552,Yumuşak bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7553,Yumuşak telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7554,Yumuşak elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7555,Yumuşak çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7556,Yumuşak resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7557,Yumuşak bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7558,Yumuşak park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7559,Yumuşak kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7560,Sert araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7561,Sert kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7562,Sert film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7563,Sert şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7564,Sert yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7565,Sert müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7566,Sert deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7567,Sert dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7568,Sert orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7569,Sert ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7570,Sert okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7571,Sert ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7572,Sert bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7573,Sert telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7574,Sert elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7575,Sert çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7576,Sert resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7577,Sert bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7578,Sert park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7579,Sert kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7580,Dalgalı araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7581,Dalgalı kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7582,Dalgalı film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7583,Dalgalı şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7584,Dalgalı yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7585,Dalgalı müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7586,Dalgalı deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7587,Dalgalı dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7588,Dalgalı orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7589,Dalgalı ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7590,Dalgalı okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7591,Dalgalı ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7592,Dalgalı bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7593,Dalgalı telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7594,Dalgalı elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7595,Dalgalı çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7596,Dalgalı resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7597,Dalgalı bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7598,Dalgalı park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7599,Dalgalı kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7600,Düz araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7601,Düz kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7602,Düz film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7603,Düz şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7604,Düz yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7605,Düz müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7606,Düz deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7607,Düz dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7608,Düz orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7609,Düz ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7610,Düz okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7611,Düz ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7612,Düz bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7613,Düz telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7614,Düz elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7615,Düz çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7616,Düz resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7617,Düz bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7618,Düz park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7619,Düz kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7620,Pürüzlü araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7621,Pürüzlü kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7622,Pürüzlü film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7623,Pürüzlü şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7624,Pürüzlü yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7625,Pürüzlü müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7626,Pürüzlü deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7627,Pürüzlü dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7628,Pürüzlü orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7629,Pürüzlü ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7630,Pürüzlü okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7631,Pürüzlü ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7632,Pürüzlü bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7633,Pürüzlü telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7634,Pürüzlü elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7635,Pürüzlü çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7636,Pürüzlü resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7637,Pürüzlü bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7638,Pürüzlü park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7639,Pürüzlü kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7640,Kaygan araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7641,Kaygan kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7642,Kaygan film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7643,Kaygan şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7644,Kaygan yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7645,Kaygan müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7646,Kaygan deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7647,Kaygan dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7648,Kaygan orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7649,Kaygan ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7650,Kaygan okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7651,Kaygan ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7652,Kaygan bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7653,Kaygan telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7654,Kaygan elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7655,Kaygan çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7656,Kaygan resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7657,Kaygan bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7658,Kaygan park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7659,Kaygan kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7660,Yapışkan araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7661,Yapışkan kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7662,Yapışkan film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7663,Yapışkan şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7664,Yapışkan yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7665,Yapışkan müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7666,Yapışkan deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7667,Yapışkan dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7668,Yapışkan orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7669,Yapışkan ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7670,Yapışkan okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7671,Yapışkan ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7672,Yapışkan bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7673,Yapışkan telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7674,Yapışkan elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7675,Yapışkan çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7676,Yapışkan resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7677,Yapışkan bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7678,Yapışkan park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7679,Yapışkan kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7680,Susuz araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7681,Susuz kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7682,Susuz film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7683,Susuz şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7684,Susuz yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7685,Susuz müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7686,Susuz deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7687,Susuz dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7688,Susuz orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7689,Susuz ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7690,Susuz okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7691,Susuz ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7692,Susuz bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7693,Susuz telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7694,Susuz elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7695,Susuz çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7696,Susuz resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7697,Susuz bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7698,Susuz park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7699,Susuz kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7700,Nemli araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7701,Nemli kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7702,Nemli film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7703,Nemli şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7704,Nemli yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7705,Nemli müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7706,Nemli deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7707,Nemli dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7708,Nemli orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7709,Nemli ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7710,Nemli okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7711,Nemli ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7712,Nemli bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7713,Nemli telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7714,Nemli elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7715,Nemli çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7716,Nemli resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7717,Nemli bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7718,Nemli park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7719,Nemli kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7720,Kuru araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7721,Kuru kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7722,Kuru film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7723,Kuru şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7724,Kuru yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7725,Kuru müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7726,Kuru deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7727,Kuru dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7728,Kuru orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7729,Kuru ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7730,Kuru okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7731,Kuru ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7732,Kuru bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7733,Kuru telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7734,Kuru elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7735,Kuru çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7736,Kuru resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7737,Kuru bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7738,Kuru park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7739,Kuru kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7740,Rahat araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7741,Rahat kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7742,Rahat film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7743,Rahat şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7744,Rahat yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7745,Rahat müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7746,Rahat deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7747,Rahat dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7748,Rahat orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7749,Rahat ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7750,Rahat okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7751,Rahat ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7752,Rahat bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7753,Rahat telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7754,Rahat elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7755,Rahat çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7756,Rahat resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7757,Rahat bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7758,Rahat park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7759,Rahat kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7760,Sıkı araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7761,Sıkı kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7762,Sıkı film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7763,Sıkı şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7764,Sıkı yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7765,Sıkı müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7766,Sıkı deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7767,Sıkı dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7768,Sıkı orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7769,Sıkı ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7770,Sıkı okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7771,Sıkı ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7772,Sıkı bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7773,Sıkı telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7774,Sıkı elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7775,Sıkı çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7776,Sıkı resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7777,Sıkı bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7778,Sıkı park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7779,Sıkı kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7780,Gevşek araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7781,Gevşek kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7782,Gevşek film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7783,Gevşek şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7784,Gevşek yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7785,Gevşek müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7786,Gevşek deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7787,Gevşek dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7788,Gevşek orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7789,Gevşek ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7790,Gevşek okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7791,Gevşek ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7792,Gevşek bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7793,Gevşek telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7794,Gevşek elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7795,Gevşek çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7796,Gevşek resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7797,Gevşek bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7798,Gevşek park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7799,Gevşek kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7800,Belirsiz araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7801,Belirsiz kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7802,Belirsiz film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7803,Belirsiz şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7804,Belirsiz yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7805,Belirsiz müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7806,Belirsiz deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7807,Belirsiz dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7808,Belirsiz orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7809,Belirsiz ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7810,Belirsiz okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7811,Belirsiz ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7812,Belirsiz bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7813,Belirsiz telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7814,Belirsiz elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7815,Belirsiz çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7816,Belirsiz resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7817,Belirsiz bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7818,Belirsiz park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7819,Belirsiz kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7820,Net araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7821,Net kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7822,Net film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7823,Net şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7824,Net yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7825,Net müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7826,Net deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7827,Net dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7828,Net orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7829,Net ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7830,Net okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7831,Net ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7832,Net bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7833,Net telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7834,Net elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7835,Net çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7836,Net resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7837,Net bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7838,Net park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7839,Net kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
